,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
253,Erbaa,TR,2021-03-27 00:11:45,40.6689,36.5675,42.8,81,75,2.3,light rain
254,Georgetown,MY,2021-03-27 00:06:48,5.4112,100.3354,78.01,100,40,2.15,mist
255,Hofn,IS,2021-03-27 00:11:46,64.2539,-15.2082,18.45,65,94,19.08,overcast clouds
256,Shingu,JP,2021-03-27 00:11:46,33.7333,135.9833,55.4,41,40,2.3,scattered clouds
257,Sacramento,US,2021-03-27 00:08:00,38.4666,-121.3177,73.99,18,1,11.5,clear sky
258,Lorengau,PG,2021-03-27 00:11:46,-2.0226,147.2712,83.28,75,100,4.47,light rain
259,Pokhara,NP,2021-03-27 00:11:47,28.2333,83.9833,63.84,16,0,6.85,clear sky
260,Vila Franca Do Campo,PT,2021-03-27 00:11:47,37.7167,-25.4333,55.4,76,20,6.91,few clouds
261,Bairiki,KI,2021-03-27 00:11:48,1.3292,172.9752,86.0,70,40,12.66,scattered clouds
262,Golden,US,2021-03-27 00:11:48,39.7555,-105.2211,43.0,87,75,13.8,light rain
263,Bilibino,RU,2021-03-27 00:11:48,68.0546,166.4372,-10.25,90,95,1.72,overcast clouds
264,Peddapalli,IN,2021-03-27 00:11:49,18.6167,79.3667,77.72,29,1,4.79,clear sky
265,Byron Bay,AU,2021-03-27 00:07:19,-28.65,153.6167,75.0,78,68,5.75,broken clouds
266,Saldanha,ZA,2021-03-27 00:11:50,-33.0117,17.9442,62.6,88,18,3.44,moderate rain
267,Sobolevo,RU,2021-03-27 00:11:50,54.4299,31.8996,32.9,98,100,3.06,overcast clouds
268,Stornoway,GB,2021-03-27 00:11:50,58.2093,-6.3865,37.4,81,75,4.61,light rain
269,Sungaipenuh,ID,2021-03-27 00:07:16,-2.0833,101.3833,65.19,98,100,1.95,light rain
270,Puga,MX,2021-03-27 00:11:51,21.5833,-104.8167,80.6,44,20,6.91,few clouds
271,Caravelas,BR,2021-03-27 00:11:52,-17.7125,-39.2481,75.92,78,0,5.44,clear sky
272,Macaubas,BR,2021-03-27 00:11:52,-13.0194,-42.6986,71.33,31,43,4.52,scattered clouds
273,Chicama,PE,2021-03-27 00:11:53,-7.8447,-79.1469,69.8,88,40,3.44,fog
274,Port Hueneme,US,2021-03-27 00:11:53,34.1478,-119.1951,62.6,63,1,16.11,clear sky
275,Prado,BR,2021-03-27 00:11:54,-17.3411,-39.2208,76.57,78,0,6.96,clear sky
276,Bosanska Dubica,BA,2021-03-27 00:11:54,45.1767,16.8094,42.01,35,1,3.09,clear sky
277,Jaguarari,BR,2021-03-27 00:11:54,-10.2639,-40.1958,76.42,45,100,7.61,overcast clouds
278,Tasiilaq,GL,2021-03-27 00:11:55,65.6145,-37.6368,6.8,47,75,9.22,broken clouds
279,Aleksandrov Gay,RU,2021-03-27 00:11:55,50.147,48.5704,28.9,92,100,12.8,overcast clouds
280,Lata,PT,2021-03-27 00:11:56,40.1629,-8.3327,53.01,91,3,8.01,clear sky
281,Zharkovskiy,RU,2021-03-27 00:11:56,55.849,32.2697,33.84,98,97,1.99,overcast clouds
282,Sibolga,ID,2021-03-27 00:07:16,1.7427,98.7792,77.05,88,100,3.94,overcast clouds
283,Dunedin,NZ,2021-03-27 00:11:57,-45.8742,170.5036,66.0,54,71,1.01,light rain
284,Shubarshi,KZ,2021-03-27 00:11:57,48.5872,57.1869,31.1,97,100,12.37,light snow
285,Kaitangata,NZ,2021-03-27 00:11:58,-46.2817,169.8464,63.0,74,91,1.99,overcast clouds
286,Marawi,PH,2021-03-27 00:11:58,7.9986,124.2928,79.0,76,97,4.0,overcast clouds
287,Talaya,RU,2021-03-27 00:11:58,61.3833,152.75,-8.59,86,58,0.96,broken clouds
288,Severnyy,RU,2021-03-27 00:11:59,50.677,36.5532,35.6,80,0,6.71,clear sky
289,Arecibo,PR,2021-03-27 00:11:59,18.4724,-66.7157,73.99,84,4,1.01,clear sky
290,Victor Harbor,AU,2021-03-27 00:12:00,-35.5667,138.6167,69.01,57,9,11.23,clear sky
291,Henties Bay,NA,2021-03-27 00:12:00,-22.116,14.2845,61.0,95,21,4.0,few clouds
292,Saskylakh,RU,2021-03-27 00:12:00,71.9167,114.0833,3.04,96,99,3.0,overcast clouds
293,Gushikawa,JP,2021-03-27 00:12:01,26.3544,127.8686,73.4,73,75,13.8,broken clouds
294,Bandarbeyla,SO,2021-03-27 00:12:02,9.4942,50.8122,77.36,74,92,9.84,overcast clouds
295,Monze,ZM,2021-03-27 00:12:02,-16.2833,27.4833,64.18,85,43,0.85,scattered clouds
296,Norman Wells,CA,2021-03-27 00:12:02,65.282,-126.8329,32.0,40,75,2.3,broken clouds
297,Leo,BF,2021-03-27 00:12:03,11.1,-2.1,84.11,11,39,7.34,scattered clouds
298,Port Lincoln,AU,2021-03-27 00:12:03,-34.7333,135.8667,65.08,59,33,9.66,scattered clouds
299,Rio Gallegos,AR,2021-03-27 00:07:45,-51.6226,-69.2181,46.4,81,0,3.44,clear sky
300,Reftinskiy,RU,2021-03-27 00:07:06,57.0901,61.6769,23.0,93,100,2.24,overcast clouds
301,Oksfjord,NO,2021-03-27 00:12:04,70.2396,22.3479,37.4,60,100,4.61,overcast clouds
302,Santona,ES,2021-03-27 00:12:05,43.4439,-3.4576,52.0,93,90,6.91,overcast clouds
303,Northam,GB,2021-03-27 00:12:05,51.0333,-4.2167,46.0,79,92,15.99,overcast clouds
304,Portland,US,2021-03-27 00:08:23,45.5234,-122.6762,57.0,47,40,1.68,scattered clouds
305,Katunino,RU,2021-03-27 00:12:05,64.3862,40.6298,19.4,93,20,1.88,few clouds
306,Biloela,AU,2021-03-27 00:12:06,-24.4167,150.5,81.1,36,0,0.83,clear sky
307,Azoyu,MX,2021-03-27 00:12:07,16.7167,-98.7333,80.8,54,18,6.38,few clouds
308,Dudinka,RU,2021-03-27 00:12:07,69.4058,86.1778,20.57,95,100,11.74,light snow
309,Mashhad,IR,2021-03-27 00:07:43,36.297,59.6062,55.4,88,75,6.91,broken clouds
310,La Ronge,CA,2021-03-27 00:12:08,55.1001,-105.2842,21.2,63,100,5.75,overcast clouds
311,Cofradia,HN,2021-03-27 00:08:03,15.4,-88.15,87.8,58,40,13.8,scattered clouds
312,Kathu,TH,2021-03-27 00:12:09,7.9178,98.3332,87.01,89,40,2.3,scattered clouds
313,Baykit,RU,2021-03-27 00:12:09,61.67,96.37,11.53,98,100,3.06,overcast clouds
314,Chokwe,MZ,2021-03-27 00:12:09,-24.5333,32.9833,71.31,82,48,2.59,scattered clouds
315,Bentiu,SS,2021-03-27 00:12:10,9.2333,29.8333,86.76,43,99,7.43,overcast clouds
316,Mehamn,NO,2021-03-27 00:12:10,71.0357,27.8492,31.05,86,64,19.26,broken clouds
317,Padang,ID,2021-03-27 00:12:11,-0.9492,100.3543,75.2,94,75,2.3,broken clouds
318,Faro,PT,2021-03-27 00:12:11,37.0194,-7.9322,62.6,55,0,8.43,clear sky
319,Hay River,CA,2021-03-27 00:12:11,60.8156,-115.7999,21.2,45,15,5.75,few clouds
320,Honningsvag,NO,2021-03-27 00:12:12,70.9821,25.9704,35.92,79,76,28.81,broken clouds
321,Tiksi,RU,2021-03-27 00:12:12,71.6872,128.8694,10.8,91,100,6.38,overcast clouds
322,Buturlino,RU,2021-03-27 00:12:12,55.5667,44.8974,33.08,98,100,7.0,overcast clouds
323,Diu,IN,2021-03-27 00:12:13,20.7141,70.9822,79.41,33,0,5.86,clear sky
324,Los Llanos De Aridane,ES,2021-03-27 00:12:13,28.6585,-17.9182,68.0,52,90,14.83,overcast clouds
325,Faya,SA,2021-03-27 00:12:14,18.3851,42.4509,60.8,58,0,4.61,clear sky
326,Hokitika,NZ,2021-03-27 00:12:14,-42.7167,170.9667,64.22,68,70,3.94,broken clouds
327,Tabou,CI,2021-03-27 00:12:15,4.423,-7.3528,78.21,91,1,6.42,clear sky
328,Namatanai,PG,2021-03-27 00:12:15,-3.6667,152.4333,83.44,73,100,9.17,moderate rain
329,Klaksvik,FO,2021-03-27 00:12:16,62.2266,-6.589,39.2,48,40,13.8,scattered clouds
330,Ures,MX,2021-03-27 00:12:16,29.4333,-110.4,73.99,29,0,11.01,clear sky
331,Shiraz,IR,2021-03-27 00:12:17,29.6036,52.5388,64.4,29,0,6.91,clear sky
332,Khomutovo,RU,2021-03-27 00:12:17,52.4658,104.4025,30.2,74,75,26.84,broken clouds
333,Zeya,RU,2021-03-27 00:12:18,53.75,127.2667,31.14,70,99,3.53,overcast clouds
334,Huilong,CN,2021-03-27 00:12:18,31.8111,121.655,63.0,95,99,4.0,light rain
335,Bismarck,US,2021-03-27 00:08:01,46.8083,-100.7837,42.8,49,90,6.91,overcast clouds
336,Sandnessjoen,NO,2021-03-27 00:12:19,66.0217,12.6316,48.2,53,100,24.16,overcast clouds
337,Ullapool,GB,2021-03-27 00:12:19,57.8987,-5.1604,34.0,42,66,13.96,broken clouds
338,Evensk,RU,2021-03-27 00:12:20,61.95,159.2333,0.86,88,69,2.98,broken clouds
339,Whitehorse,CA,2021-03-27 00:12:04,60.7161,-135.0538,37.99,44,75,8.05,light snow
340,Mount Isa,AU,2021-03-27 00:12:20,-20.7333,139.5,86.0,23,0,13.8,clear sky
341,Salalah,OM,2021-03-27 00:11:27,17.0151,54.0924,73.4,27,0,5.75,clear sky
342,Laramie,US,2021-03-27 00:12:21,41.3114,-105.5911,32.0,93,75,3.44,snow
343,Cervo,ES,2021-03-27 00:12:21,43.6702,-7.4101,49.24,57,72,2.59,broken clouds
344,Ucluelet,CA,2021-03-27 00:10:13,48.9329,-125.5528,52.0,66,1,14.97,clear sky
345,Acarau,BR,2021-03-27 00:12:22,-2.8856,-40.12,76.17,89,95,10.56,overcast clouds
346,Adre,TD,2021-03-27 00:12:22,13.4667,22.2,76.35,14,93,21.65,overcast clouds
347,Kimbe,PG,2021-03-27 00:12:23,-5.5502,150.1429,88.34,59,95,2.17,overcast clouds
348,Wanaka,NZ,2021-03-27 00:12:23,-44.7,169.15,64.15,55,100,7.58,light rain
349,Dingle,PH,2021-03-27 00:12:24,10.9995,122.6711,81.03,77,79,9.6,broken clouds
350,Excelsior Springs,US,2021-03-27 00:12:24,39.3392,-94.2261,62.01,55,1,11.5,clear sky
351,Mount Gambier,AU,2021-03-27 00:12:25,-37.8333,140.7667,59.0,88,40,6.91,scattered clouds
352,Buala,SB,2021-03-27 00:12:25,-8.145,159.5921,85.35,72,32,11.41,light rain
353,Aldan,RU,2021-03-27 00:12:26,58.6031,125.3894,26.64,92,100,3.87,overcast clouds
354,Yamada,JP,2021-03-27 00:12:26,39.4667,141.95,45.23,62,67,2.19,broken clouds
355,Cayenne,GF,2021-03-27 00:12:26,4.9333,-52.3333,80.01,89,40,8.05,scattered clouds
356,Egvekinot,RU,2021-03-27 00:12:27,66.3167,-179.1667,-5.57,80,99,7.4,overcast clouds
357,Katsuura,JP,2021-03-27 00:12:27,35.1333,140.3,54.0,47,20,8.05,few clouds
358,San Pedro,PH,2021-03-27 00:12:28,14.35,121.0167,86.0,65,20,2.3,few clouds
359,Sinnamary,GF,2021-03-27 00:12:28,5.3833,-52.95,77.86,83,30,10.6,scattered clouds
360,Cocorit,MX,2021-03-27 00:12:29,27.5833,-109.9667,73.4,31,1,11.5,clear sky
361,Mayo,US,2021-03-27 00:12:29,38.8876,-76.5119,68.0,42,1,14.97,clear sky
362,Kisangani,CD,2021-03-27 00:12:30,0.5167,25.2,67.51,99,98,1.54,overcast clouds
363,Porirua,NZ,2021-03-27 00:12:30,-41.1333,174.85,69.01,71,78,8.01,broken clouds
364,Izumo,JP,2021-03-27 00:12:31,35.3667,132.7667,44.6,57,0,5.75,clear sky
365,Yar-Sale,RU,2021-03-27 00:12:31,66.8333,70.8333,1.9,92,44,12.91,scattered clouds
366,Ponta Pora,BR,2021-03-27 00:12:32,-22.5361,-55.7256,74.3,50,16,5.28,few clouds
367,Kaeo,NZ,2021-03-27 00:12:32,-35.1,173.7833,69.01,81,96,8.99,light rain
368,La Primavera,CO,2021-03-27 00:12:33,5.4906,-70.4092,77.5,81,98,4.59,heavy intensity rain
369,Zilupe,LV,2021-03-27 00:12:33,56.3862,28.1217,31.95,94,6,1.81,clear sky
370,Geraldton,AU,2021-03-27 00:12:33,-28.7667,114.6,60.8,82,2,9.22,clear sky
371,Hailun,CN,2021-03-27 00:12:34,47.45,126.9333,41.58,86,62,6.08,broken clouds
372,Isangel,VU,2021-03-27 00:12:34,-19.55,169.2667,82.4,83,75,6.64,broken clouds
373,Nsanje,MW,2021-03-27 00:12:35,-16.92,35.262,71.56,87,1,1.01,clear sky
374,Kapit,MY,2021-03-27 00:12:35,2.0167,112.9333,73.31,99,100,1.34,light rain
375,Ler,SS,2021-03-27 00:12:35,8.3018,30.1418,85.53,44,99,7.45,overcast clouds
376,Omboue,GA,2021-03-27 00:12:36,-1.5746,9.2618,77.61,83,92,4.83,overcast clouds
377,Katangli,RU,2021-03-27 00:12:36,51.7102,143.2326,20.07,80,76,4.76,broken clouds
378,Bowen,AU,2021-03-27 00:12:37,-20.0167,148.2333,84.2,74,40,10.36,scattered clouds
379,Poso,ID,2021-03-27 00:12:37,-1.3959,120.7524,75.42,93,100,4.18,overcast clouds
380,Bubaque,GW,2021-03-27 00:12:38,11.2833,-15.8333,76.37,75,6,16.91,clear sky
381,Thunder Bay,CA,2021-03-27 00:12:38,48.4001,-89.3168,30.2,69,40,10.36,scattered clouds
382,Mayna,RU,2021-03-27 00:12:39,54.1135,47.6231,31.57,98,100,8.14,overcast clouds
383,Sokolniki,PL,2021-03-27 00:12:39,50.638,21.8065,39.0,79,7,1.99,clear sky
384,Maxixe,MZ,2021-03-27 00:12:39,-23.8597,35.3472,73.78,89,33,7.81,light rain
385,Bintulu,MY,2021-03-27 00:12:40,3.1667,113.0333,77.0,94,40,4.61,scattered clouds
386,Sorland,NO,2021-03-27 00:12:40,67.667,12.6934,40.68,78,100,21.3,overcast clouds
387,Solnechnyy,RU,2021-03-27 00:12:41,50.7214,136.6319,31.64,76,69,4.0,broken clouds
388,Bereda,ES,2021-03-27 00:12:41,43.2686,-7.5406,37.99,100,52,3.15,broken clouds
389,Tessalit,ML,2021-03-27 00:08:52,20.1986,1.0114,72.37,12,0,20.6,clear sky
390,Dillon,US,2021-03-27 00:12:42,34.4166,-79.3712,73.0,94,1,8.05,clear sky
391,Aranos,NA,2021-03-27 00:12:42,-24.1333,19.1167,68.41,39,3,16.46,clear sky
392,Cairns,AU,2021-03-27 00:12:43,-16.9167,145.7667,87.8,66,57,10.36,broken clouds
393,Riviere-Au-Renard,CA,2021-03-27 00:12:43,48.9957,-64.3971,30.2,93,90,9.22,snow
394,Monte Alegre,BR,2021-03-27 00:12:43,-2.0078,-54.0692,74.91,89,71,4.34,broken clouds
395,Cabras,IT,2021-03-27 00:12:44,39.93,8.5314,50.02,76,98,7.07,overcast clouds
396,Mao,ES,2021-03-27 00:12:44,39.8885,4.2658,55.4,94,0,5.75,clear sky
397,Waipawa,NZ,2021-03-27 00:12:45,-41.4122,175.5153,69.8,60,40,18.41,scattered clouds
398,Riyadh,SA,2021-03-27 00:10:06,24.6877,46.7219,82.4,16,0,11.5,clear sky
399,Fortuna,US,2021-03-27 00:12:45,40.5982,-124.1573,57.99,71,20,17.27,few clouds
400,Black Forest,US,2021-03-27 00:12:46,39.0131,-104.7008,39.99,93,75,11.5,broken clouds
401,Touho,NC,2021-03-27 00:12:46,-20.7833,165.2333,80.58,69,23,10.98,few clouds
402,General Roca,AR,2021-03-27 00:08:28,-39.0333,-67.5833,59.0,63,0,8.41,clear sky
403,Atar,MR,2021-03-27 00:12:47,20.5169,-13.0499,80.71,12,6,7.87,clear sky
404,Male,MV,2021-03-27 00:12:47,4.1748,73.5089,82.4,83,75,12.66,moderate rain
405,Vilyuysk,RU,2021-03-27 00:12:48,63.7553,121.6247,14.43,94,43,6.98,scattered clouds
406,Havre-Saint-Pierre,CA,2021-03-27 00:12:48,50.2334,-63.5986,28.4,59,90,24.16,overcast clouds
407,Boden,SE,2021-03-27 00:12:49,65.8252,21.6886,32.0,93,90,14.97,fog
408,Pacifica,US,2021-03-27 00:07:49,37.6138,-122.4869,61.0,47,1,12.66,clear sky
409,Susanville,US,2021-03-27 00:12:49,40.4163,-120.653,55.4,22,1,9.22,clear sky
410,Selkirk,CA,2021-03-27 00:10:14,50.1436,-96.8845,39.2,60,94,2.3,overcast clouds
411,Great Yarmouth,GB,2021-03-27 00:12:50,52.6083,1.7305,41.0,75,40,12.66,scattered clouds
412,Coihaique,CL,2021-03-27 00:12:50,-45.5752,-72.0662,55.4,71,75,5.66,broken clouds
413,Port Hedland,AU,2021-03-27 00:12:51,-20.3167,118.5667,82.4,78,0,5.75,clear sky
414,Emba,KZ,2021-03-27 00:12:51,48.8264,58.1442,30.78,97,100,14.05,light snow
415,Krasnoselkup,RU,2021-03-27 00:12:52,65.7,82.4667,9.7,95,94,12.01,overcast clouds
416,Santa Cruz,BO,2021-03-27 00:10:11,-17.8,-63.1667,78.8,89,75,9.22,broken clouds
417,Kirakira,SB,2021-03-27 00:12:52,-10.4544,161.9205,85.78,71,66,9.01,broken clouds
418,Sao Joao Da Barra,BR,2021-03-27 00:12:53,-21.6403,-41.0511,76.77,85,18,9.08,few clouds
419,Balotra,IN,2021-03-27 00:12:53,25.8333,72.2333,77.18,21,0,6.93,clear sky
420,Humaita,BR,2021-03-27 00:12:53,-7.5061,-63.0208,77.14,87,68,0.27,broken clouds
421,Aripuana,BR,2021-03-27 00:12:54,-9.1667,-60.6333,72.34,97,70,2.77,broken clouds
422,Ho Chi Minh City,VN,2021-03-27 00:08:16,10.75,106.6667,80.6,83,20,10.36,few clouds
423,Vardo,NO,2021-03-27 00:12:54,70.3705,31.1107,33.8,69,0,14.97,clear sky
424,Abeche,TD,2021-03-27 00:12:55,13.8292,20.8324,79.05,13,84,16.35,broken clouds
425,Kahului,US,2021-03-27 00:09:03,20.8947,-156.47,84.2,61,40,18.41,scattered clouds
426,Bageshwar,IN,2021-03-27 00:12:56,29.85,79.7667,54.77,29,0,3.51,clear sky
427,Huron,US,2021-03-27 00:12:56,41.1501,-82.5499,52.0,82,96,6.69,overcast clouds
428,Camargo,MX,2021-03-27 00:12:57,27.6667,-105.1667,81.18,4,35,24.76,scattered clouds
429,Paamiut,GL,2021-03-27 00:12:57,61.994,-49.6678,-6.99,81,49,18.37,scattered clouds
430,Talnakh,RU,2021-03-27 00:12:58,69.4865,88.3972,15.67,94,100,9.48,light snow
431,Cutro,IT,2021-03-27 00:12:59,39.0353,16.9819,53.6,82,75,5.75,broken clouds
432,Pangnirtung,CA,2021-03-27 00:12:59,66.1451,-65.7125,-23.3,85,22,5.82,few clouds
433,Zlobin,HR,2021-03-27 00:12:59,45.2924,14.6541,48.2,81,0,4.61,clear sky
434,Sukumo,JP,2021-03-27 00:13:00,32.9333,132.7333,63.52,63,4,7.45,clear sky
435,Orocue,CO,2021-03-27 00:13:00,4.7912,-71.3354,77.22,82,93,3.44,moderate rain
436,Mount Pleasant,US,2021-03-27 00:09:22,32.7941,-79.8626,73.4,83,75,8.05,moderate rain
437,Vestmannaeyjar,IS,2021-03-27 00:13:01,63.4427,-20.2734,21.15,64,12,12.21,few clouds
438,Saint-Augustin,CA,2021-03-27 00:13:02,51.226,-58.6502,19.42,79,100,17.92,overcast clouds
439,Luderitz,NA,2021-03-27 00:13:02,-26.6481,15.1594,62.26,79,0,8.21,clear sky
440,Plyussa,RU,2021-03-27 00:13:03,58.4308,29.3654,29.55,95,12,2.66,few clouds
441,Sultanpur,IN,2021-03-27 00:13:03,26.2667,82.0667,69.33,18,0,4.29,clear sky
442,Batticaloa,LK,2021-03-27 00:13:04,7.7102,81.6924,79.41,84,100,2.19,moderate rain
443,Papetoai,PF,2021-03-27 00:13:04,-17.4961,-149.8729,82.4,74,40,9.22,light rain
444,Batagay,RU,2021-03-27 00:12:16,67.6333,134.6333,4.59,90,100,5.03,overcast clouds
445,Huarmey,PE,2021-03-27 00:13:05,-10.0681,-78.1522,71.47,79,36,8.14,scattered clouds
446,Vadso,NO,2021-03-27 00:13:05,70.0744,29.7487,33.8,69,0,14.97,clear sky
447,Gizo,SB,2021-03-27 00:13:06,-8.103,156.8419,85.06,68,49,6.24,scattered clouds
448,Ojinaga,MX,2021-03-27 00:13:06,29.5667,-104.4167,86.0,3,1,11.5,clear sky
449,Teseney,ER,2021-03-27 00:13:07,15.11,36.6575,73.49,62,24,11.05,few clouds
450,Zholymbet,KZ,2021-03-27 00:13:07,51.7433,71.7122,27.5,97,100,3.24,snow
451,Abu Dhabi,AE,2021-03-27 00:13:08,24.4667,54.3667,80.6,31,0,4.61,clear sky
452,Kalabo,ZM,2021-03-27 00:13:08,-14.97,22.6814,68.22,87,98,4.59,moderate rain
453,Saint Anthony,US,2021-03-27 00:11:54,45.0205,-93.218,46.99,49,1,6.91,clear sky
454,Kpalime,TG,2021-03-27 00:13:09,6.9,0.6333,75.9,86,37,2.48,scattered clouds
455,Nizwa,OM,2021-03-27 00:13:09,22.9333,57.5333,74.53,35,33,2.77,scattered clouds
456,Wajima,JP,2021-03-27 00:13:09,37.4,136.9,44.6,93,0,3.44,clear sky
457,Krasnoye,UA,2021-03-27 00:13:10,49.9145,24.6134,28.4,93,97,6.71,overcast clouds
458,Provideniya,RU,2021-03-27 00:13:10,64.3833,-173.3,7.0,87,100,12.46,overcast clouds
459,Benguela,AO,2021-03-27 00:13:11,-12.5763,13.4055,75.99,78,95,2.59,overcast clouds
460,Prince Rupert,CA,2021-03-27 00:09:22,54.3161,-130.3201,42.8,93,90,10.36,light rain
461,Santa Marta,CO,2021-03-27 00:13:11,11.2408,-74.199,84.2,58,6,18.41,clear sky
462,Nassau,US,2021-03-27 00:08:30,40.7507,-73.5829,66.2,39,1,25.32,clear sky
463,Chernyshevskiy,RU,2021-03-27 00:13:12,63.0128,112.4714,5.07,99,94,4.07,overcast clouds
464,Doha,QA,2021-03-27 00:11:58,25.2867,51.5333,78.01,69,0,2.3,clear sky
465,Parry Sound,CA,2021-03-27 00:13:13,45.3501,-80.033,32.0,86,92,5.03,overcast clouds
466,Leningradskiy,RU,2021-03-27 00:13:13,69.3833,178.4167,-12.24,91,48,4.79,scattered clouds
467,Kieta,PG,2021-03-27 00:13:14,-6.2167,155.6333,83.17,78,99,7.36,moderate rain
468,Rioblanco,CO,2021-03-27 00:13:14,3.5308,-75.6806,63.52,92,100,3.62,overcast clouds
469,Srednekolymsk,RU,2021-03-27 00:13:14,67.45,153.6833,-1.37,80,41,4.59,scattered clouds
470,Darovskoy,RU,2021-03-27 00:13:15,58.77,47.9564,30.13,91,100,4.09,overcast clouds
471,Cockburn Town,TC,2021-03-27 00:13:15,21.4612,-71.1419,77.61,75,1,21.43,clear sky
472,Katima Mulilo,NA,2021-03-27 00:13:16,-17.5,24.2667,69.49,84,55,3.33,broken clouds
473,Quibdo,CO,2021-03-27 00:13:16,5.6947,-76.6611,73.92,98,100,2.8,light rain
474,Porto Velho,BR,2021-03-27 00:13:16,-8.7619,-63.9039,78.8,89,20,2.71,light rain
475,Hamilton,US,2021-03-27 00:11:31,39.1834,-84.5333,55.99,67,90,5.75,overcast clouds
476,Nusaybin,TR,2021-03-27 00:13:17,37.0778,41.2178,41.95,87,91,5.23,overcast clouds
477,Raudeberg,NO,2021-03-27 00:13:18,61.9875,5.1352,39.99,94,100,21.74,overcast clouds
478,Mabaruma,GY,2021-03-27 00:13:19,8.2,-59.7833,71.92,98,76,3.31,broken clouds
479,Cabo San Lucas,MX,2021-03-27 00:10:35,22.8909,-109.9124,77.0,52,40,11.5,scattered clouds
480,Ponferrada,ES,2021-03-27 00:13:19,42.5466,-6.5962,37.99,90,54,1.01,broken clouds
481,Vershino-Shakhtaminskiy,RU,2021-03-27 00:13:20,51.3012,117.8868,27.27,86,100,2.01,overcast clouds
482,Porto Novo,BJ,2021-03-27 00:13:20,6.4965,2.6036,84.2,79,40,13.8,scattered clouds
483,Sangar,RU,2021-03-27 00:13:21,63.9242,127.4739,11.52,92,100,13.47,light snow
484,Mayor Pablo Lagerenza,PY,2021-03-27 00:13:21,-19.9309,-60.7718,81.05,59,45,5.59,scattered clouds
485,Neiafu,TO,2021-03-27 00:13:22,-18.65,-173.9833,84.2,74,40,12.66,light rain
486,Bukama,CD,2021-03-27 00:13:22,-9.2,25.85,66.18,98,83,1.12,light rain
487,Champerico,GT,2021-03-27 00:13:22,14.3,-91.9167,87.8,66,40,6.91,scattered clouds
488,Traverse City,US,2021-03-27 00:13:23,44.7631,-85.6206,33.8,75,90,8.05,overcast clouds
489,Chimoio,MZ,2021-03-27 00:13:23,-19.1164,33.4833,69.8,100,75,1.63,light rain
490,Gazojak,TM,2021-03-27 00:13:23,41.1875,61.4036,53.62,58,52,8.7,broken clouds
491,Sorada,IN,2021-03-27 00:13:24,19.75,84.4333,75.38,53,20,1.1,few clouds
492,Rabo De Peixe,PT,2021-03-27 00:13:24,37.8,-25.5833,55.4,76,20,6.91,few clouds
493,Tromso,NO,2021-03-27 00:13:25,69.6496,18.957,35.01,69,0,12.12,clear sky
494,Iguatu,BR,2021-03-27 00:13:25,-6.3594,-39.2986,76.39,76,97,4.74,overcast clouds
495,Ubatuba,BR,2021-03-27 00:13:26,-23.4339,-45.0711,78.8,78,20,6.91,few clouds
496,Gondang,ID,2021-03-27 00:13:26,-7.0109,111.3189,77.45,90,58,2.86,broken clouds
497,Yinchuan,CN,2021-03-27 00:13:27,38.4681,106.2731,49.3,18,4,8.32,clear sky
498,Lethem,GY,2021-03-27 00:13:27,3.3803,-59.7968,79.83,72,97,11.56,overcast clouds
499,Flagstaff,US,2021-03-27 00:10:55,35.1981,-111.6513,34.0,86,75,3.44,snow
500,Sabana Grande De Boya,DO,2021-03-27 00:13:28,18.945,-69.7933,78.8,83,40,7.16,scattered clouds
501,Krasnyye Baki,RU,2021-03-27 00:13:28,57.131,45.1599,31.3,87,100,5.55,overcast clouds
502,Half Moon Bay,US,2021-03-27 00:13:29,37.4636,-122.4286,71.6,47,1,12.66,clear sky
503,Dasoguz,TM,2021-03-27 00:13:29,41.8363,59.9666,46.4,76,0,6.91,clear sky
504,Iseyin,NG,2021-03-27 00:13:30,7.9667,3.6,79.56,65,98,7.05,overcast clouds
505,Whitefish,US,2021-03-27 00:13:30,48.4111,-114.3376,50.0,37,90,10.36,overcast clouds
506,Takoradi,GH,2021-03-27 00:13:31,4.8845,-1.7554,79.68,86,30,6.85,scattered clouds
507,Ust-Maya,RU,2021-03-27 00:13:31,60.4167,134.5333,16.25,85,100,6.33,overcast clouds
508,Bom Jesus,BR,2021-03-27 00:13:32,-9.0744,-44.3586,77.02,66,98,2.13,overcast clouds
509,Arlit,NE,2021-03-27 00:13:32,18.7369,7.3853,65.75,13,0,9.71,clear sky
510,Mbandaka,CD,2021-03-27 00:13:33,0.0487,18.2603,69.51,95,86,2.89,overcast clouds
511,Guaruja,BR,2021-03-27 00:13:33,-23.9931,-46.2564,82.0,26,0,7.54,clear sky
512,Kulu,TR,2021-03-27 00:10:19,39.0951,33.0799,29.26,81,98,12.03,overcast clouds
513,Xining,CN,2021-03-27 00:13:34,36.6167,101.7667,38.43,56,44,1.16,scattered clouds
514,Derzhavinsk,KZ,2021-03-27 00:13:35,51.1,66.3167,32.41,97,100,15.3,overcast clouds
515,Scarborough,GB,2021-03-27 00:13:35,54.2797,-0.4044,39.0,83,44,5.01,scattered clouds
516,Tammisaari,FI,2021-03-27 00:13:35,59.9736,23.4339,33.01,96,80,7.45,broken clouds
517,Fairbanks,US,2021-03-27 00:13:36,64.8378,-147.7164,28.0,74,90,6.91,overcast clouds
